Subject,Country,Value,Frequency
Food,Austria,0.7796636,Annual
Food,Finland,4.740995,Annual
Food,Japan,8.984052,Annual
Food,Spain,13.60798,Annual
Food,Estonia,-1.720399,Annual
Food,South Africa,6.052509,Annual
Food,Colombia,6.240896,Annual
Total,Austria,1.998382,Annual
Total,France,1.655515,Annual
Total,Japan,0.3464403,Annual
Total,Mexico,6.965813,Annual
Total,Sweden,-0.2671327,Annual
Total,India,4.246353,Annual
Total,OECD - Total,14.78852,Annual
Total,Lithuania,10.92589,Annual
Energy,Germany,6.598351,Annual
Energy,Japan,-2.494074,Annual
Energy,Luxembourg,2.001483,Annual
Energy,Sweden,5.778784,Annual
Energy,United States,2.766426,Annual
Energy,G7,2.993941,Annual
"Total less food, less energy",France,4.154407,Annual
"Total less food, less energy",Canada,1.046755,Annual
"Total less food, less energy",Norway,3.494414,Annual
"Total less food, less energy",United Kingdom,2.514458,Annual
"Total less food, less energy",Czech Republic,0.7464775,Annual
Total,Australia,2.449889,Annual
Total,Canada,1.596884,Annual
Total,Ireland,0.008306338,Annual
Total,Mexico,15.5079,Annual
Total,Portugal,6.380148,Annual
Total,United Kingdom,3.281589,Annual
Total,Indonesia,40.4918,Annual
Total,OECD - Europe,5.451824,Annual
Total,Greece,4.166573,Annual
Total,Norway,7.710647,Annual
Total,United States,42.0223,Annual
Total,Colombia,49.50765,Annual
Total,Israel,0.01998365,Annual
Energy,Finland,4.272863,Annual
Energy,France,9.543289,Annual
Energy,Ireland,8.412098,Annual
Energy,Italy,0.9938205,Annual
Energy,New Zealand,5.933974,Annual
Energy,Turkey,11.25613,Annual
Energy,OECD - Total,8.605436,Annual
Energy,Finland,4.95045,Annual
Food,Australia,5.91133,Annual
Food,Greece,0.0622359,Annual
Food,Iceland,1.344977,Annual
Food,Poland,2.725,Annual
Food,Switzerland,-0.798497,Annual
Food,Finland,14.20773,Annual
Food,Netherlands,42.34058,Annual
Food,G7,51.29369,Annual
"Total less food, less energy",Luxembourg,2.466172,Annual
"Total less food, less energy",Mexico,20.55877,Annual
"Total less food, less energy",Iceland,2.73352,Annual
"Total less food, less energy",United States,4.040019,Annual
"Total less food, less energy",Slovak Republic,2.932178,Annual
"Total less food, less energy",Netherlands,2.71556,Annual
"Total less food, less energy",Japan,5.897563,Annual
"Total less food, less energy",Lithuania,1.462457,Annual
"Total less food, less energy",United States,33.34758,Annual
"Total less food, less energy",OECD - Europe,59.73468,Annual
Total,Canada,0.6539834,Annual
Total,Japan,1.380079,Annual
Total,New Zealand,-7.762788,Annual
Total,Sweden,8.873021,Annual
Total,Lithuania,5.067554,Annual
Total,Italy,13.27457,Annual
Total,United Kingdom,6.216591,Annual
Total,Slovenia,0.0389787,Annual
Energy,Ireland,1.485714,Annual
Energy,Israel,2.603897,Annual
Energy,OECD - Europe,1.192157,Annual
Energy,Finland,29.2366,Annual
Energy,Slovenia,30.2652,Annual
Energy,G7,49.6405,Annual
Food,Denmark,8.23339,Annual
Food,Germany,1.628167,Annual
Food,Mexico,6.966013,Annual
Food,Norway,2.85272,Annual
Food,Turkey,12.78723,Annual
Food,Israel,27.0022,Annual
Food,OECD - Total,2.405675,Annual
Food,Denmark,23.65682,Annual
Food,Sweden,48.99061,Annual
"Total less food, less energy",Luxembourg,2.626404,Annual
"Total less food, less energy",Canada,6.229199,Annual
"Total less food, less energy",Germany,3.826226,Annual
"Total less food, less energy",Latvia,8.676438,Annual
"Total less food, less energy",OECD - Total,3.314359,Annual
"Total less food, less energy",Denmark,2.16001,Annual
"Total less food, less energy",Austria,56.94153,Annual
"Total less food, less energy",Ireland,56.62197,Annual
"Total less food, less energy",Israel,0.02118664,Annual
Total,Finland,0.7912362,Annual
Total,Iceland,1.004184,Annual
Total,Korea,14.46028,Annual
Total,Netherlands,3.455331,Annual
Total,Norway,5.714855,Annual
Total,Switzerland,0.362916,Annual
Total,Israel,31.31087,Annual
Total,New Zealand,4.592749,Annual
Total,Spain,3.327306,Annual
Total,Costa Rica,12.1156,Annual
Total,OECD - Europe,6.49924,Annual
Energy,Austria,-4.433333,Annual
Energy,Iceland,0.5629711,Annual
Energy,Netherlands,0.579542,Annual
Energy,South Africa,19.59759,Annual
Energy,G7,-13.29675,Annual
Energy,Lithuania,12.0377,Annual
Energy,Japan,32.08128,Annual
Energy,Portugal,1.256159,Annual
Energy,United Kingdom,38.28407,Annual
Food,Australia,6.280433,Annual
Food,Denmark,8.937824,Annual
Food,Hungary,2.625107,Annual
Food,Japan,13.59148,Annual
Food,Spain,1.229583,Annual
Food,United Kingdom,2.1,Annual
Food,OECD - Europe,6.020846,Annual
Food,Costa Rica,8.58399,Annual
Food,Switzerland,43.27319,Annual
Food,United Kingdom,7.410821,Annual
"Total less food, less energy",OECD - Europe,8.263253,Annual
"Total less food, less energy",Switzerland,1.598781,Annual
"Total less food, less energy",Euro area (19 countries),1.4,Annual
"Total less food, less energy",Finland,10.2124,Annual
"Total less food, less energy",Australia,6.740813,Annual
"Total less food, less energy",Netherlands,1.676832,Annual
"Total less food, less energy",Greece,3.607158,Annual
Total,Norway,5.714855,Annual
"Total less food, less energy",Australia,2.998764,Annual
Total,South Africa,13.29365,Annual
Energy,United States,-0.3379915,Annual
"Total less food, less energy",Switzerland,2.042723,Annual
"Total less food, less energy",Australia,2.998764,Annual
Energy,Italy,4.542012,Annual
Food,Portugal,10.45671,Annual
"Total less food, less energy",Norway,3.255026,Annual
Total,Korea,11.68898,Annual
Total,Israel,3.467381,Annual
Energy,Sweden,13.82526,Annual
"Total less food, less energy",OECD - Europe,8.714593,Annual
Total,Norway,2.328085,Annual
"Total less food, less energy",Turkey,51.14661,Annual
Energy,Hungary,33.9129,Annual
Energy,OECD - Total,12.764,Annual
"Total less food, less energy",Israel,0.8491127,Annual
Total,Latvia,10.09298,Annual
Food,Switzerland,1.630744,Annual
Total,Euro area (19 countries),2.2,Annual
Energy,Turkey,56.35121,Annual
Total,India,16.94082,Annual
Food,Iceland,16.39108,Annual
Food,Sweden,3.005806,Annual
"Total less food, less energy",Hungary,14.40462,Annual
Total,Canada,10.12922,Annual
Total,Portugal,25.08278,Annual
Food,Netherlands,5.629835,Annual
"Total less food, less energy",Austria,3.260788,Annual
Food,Australia,7.428571,Annual
Food,Norway,1.403157,Annual
"Total less food, less energy",United Kingdom,1.9,Annual
Energy,Portugal,5.135163,Annual
Food,Germany,2.233205,Annual
"Total less food, less energy",Mexico,4.712232,Annual
"Total less food, less energy",Japan,11.32714,Annual
"Total less food, less energy",Switzerland,-0.2233328,Annual
Total,Italy,2.785166,Annual
Energy,Slovenia,3.469388,Annual
Total,Mexico,5.030733,Annual
Total,Costa Rica,5.231241,Annual
Food,Latvia,0.6505841,Annual
Total,Germany,1.274121,Annual
Food,Poland,-0.8916667,Annual
Energy,Ireland,3.776776,Annual
Energy,Chile,2.23108,Annual
"Total less food, less energy",Israel,-0.9368836,Annual
Total,Chile,30.7035,Annual
Food,Korea,9.851041,Annual
"Total less food, less energy",Estonia,2.916556,Annual
Total,Denmark,1.845651,Annual
Energy,Japan,5.373601,Annual
Food,Sweden,1.476295,Annual
"Total less food, less energy",Denmark,1.80751,Annual
Total,Turkey,0.000103443,Annual
Food,Denmark,42.00063,Annual
"Total less food, less energy",Canada,17.34431,Annual
Energy,United Kingdom,7.454135,Annual
Total,Korea,12.67989,Annual
"Total less food, less energy",Costa Rica,27.39757,Annual
Food,Australia,7.538326,Annual
Energy,Germany,43.98441,Annual
Food,Korea,43.75683,Annual
Total,Slovak Republic,32.54351,Annual
Total,Australia,18.85303,Annual
Total,Greece,1.413466,Annual
Energy,OECD - Europe,46.012,Annual
Food,Spain,51.87701,Annual
Energy,Australia,15.36079,Annual
Food,Mexico,1.221072,Annual
Total,Italy,43.6946,Annual
Food,Slovak Republic,48.58435,Annual
"Total less food, less energy",Norway,32.87812,Annual
Total,Italy,5.017083,Annual
Energy,Netherlands,45.97628,Annual
Energy,Netherlands,26.49833,Annual
Energy,Japan,33.84029,Annual
Total,India,47.01944,Annual
Total,Canada,10.90335,Annual
Energy,Netherlands,12.51886,Annual
"Total less food, less energy",Italy,6.83616,Annual
Energy,Germany,2.134831,Annual
"Total less food, less energy",United States,8.244972,Annual
Total,Denmark,4.01999,Annual
Total,European Union – 27 countries (from 01/02/2020),2.9,Annual
Energy,Korea,29.0273,Annual
"Total less food, less energy",Mexico,2.88949,Annual
Total,Italy,2.043106,Annual
Total,Slovak Republic,2.709085,Annual
"Total less food, less energy",Canada,2.684908,Annual
Total,Canada,1.776872,Annual
Energy,Hungary,4.6986,Annual
Food,Italy,1.091585,Annual
"Total less food, less energy",Germany,2.975827,Annual
Total,Poland,5.475,Annual
Energy,United States,-0.3379915,Annual
Food,Iceland,2.332281,Annual
"Total less food, less energy",Estonia,0.9980137,Annual
Food,Japan,5.592097,Annual
Food,Latvia,1.069591,Annual
"Total less food, less energy",Spain,2.749958,Annual
Total,India,13.35526,Annual
Food,France,0.7845713,Annual
Total,France,3.213407,Annual
Energy,Canada,-1.608187,Annual
Energy,Colombia,6.453986,Annual
"Total less food, less energy",Czech Republic,0.285838,Annual
Total,Czech Republic,10.69837,Annual
Total,Saudi Arabia,3.532522,Annual
Food,France,5.516412,Annual
"Total less food, less energy",Costa Rica,8.809532,Annual
Total,Germany,2.096489,Annual
Total,Norway,2.962963,Annual
Energy,OECD - Total,3.380468,Annual
Food,Finland,7.655436,Annual
"Total less food, less energy",OECD - Europe,12.92994,Annual
"Total less food, less energy",Korea,1.875,Annual
Total,G7,2.302912,Annual
Food,Korea,10.55383,Annual
Food,Switzerland,0.4341036,Annual
"Total less food, less energy",OECD - Europe,1.5723,Annual
"Total less food, less energy",Luxembourg,3.546562,Annual
Total,Luxembourg,2.074089,Annual
Energy,Turkey,7.485767,Annual
Food,United States,1.434941,Annual
Total,Indonesia,11.50012,Annual
Energy,Japan,1.138841,Annual
"Total less food, less energy",Israel,0.02515512,Annual
Total,Netherlands,0.7379455,Annual
Total,United Kingdom,4.148918,Annual
Food,Italy,6.00795,Annual
Total,Netherlands,2.801527,Annual
Total,G7,3.251376,Annual
"Total less food, less energy",Denmark,3.376777,Annual
Total,Chile,26.03648,Annual
Energy,Ireland,9.347947,Annual
Food,South Africa,8.741789,Annual
Total,Greece,2.10356,Annual
Energy,Ireland,12.66658,Annual
Food,Belgium,2.053307,Annual
"Total less food, less energy",Portugal,0.991598,Annual
Total,G7,13.23629,Annual
Energy,South Africa,-8.41903,Annual
Total,Norway,17.21905,Annual
Energy,Belgium,48.39779,Annual
Energy,Korea,34.41225,Annual
"Total less food, less energy",Spain,9.571206,Annual
Total,Norway,11.62271,Annual
Food,Iceland,58.82999,Annual
"Total less food, less energy",Luxembourg,57.76307,Annual
Energy,Denmark,12.24315,Annual
Food,G7,52.7167,Annual
"Total less food, less energy",Belgium,51.81737,Annual
Energy,Korea,40.82567,Annual
Total,New Zealand,5.747457,Annual
Total,New Zealand,2.101977,Annual
Food,Turkey,0.002526711,Annual
Total,Iceland,44.17401,Annual
Energy,Belgium,54.91492,Annual
Energy,OECD - Europe,5.213491,Annual
"Total less food, less energy",United Kingdom,31.8723,Annual
Food,Mexico,18.48363,Annual
Total,Turkey,0.005939677,Annual
Total,Iceland,0.430517,Annual
Energy,France,50.95795,Annual
"Total less food, less energy",Luxembourg,55.97881,Annual
Energy,Colombia,18.98064,Annual
Total,Colombia,7.994468,Annual
Food,South Africa,32.81033,Annual
Food,Turkey,6.643596e-05,Annual
Total,Belgium,39.22141,Annual
Total,Japan,22.83217,Annual
Total,Luxembourg,15.41875,Annual
Total,Netherlands,28.70035,Annual
Total,Turkey,0.01110209,Annual
Total,Indonesia,0.9695287,Annual
Energy,Finland,5.220396,Annual
Energy,Japan,59.59167,Annual
Energy,Netherlands,47.67022,Annual
Energy,Portugal,12.05653,Annual
Energy,United States,52.54771,Annual
Food,Luxembourg,57.37509,Annual
"Total less food, less energy",Austria,25.91162,Annual
"Total less food, less energy",Sweden,15.57343,Annual
Total,Austria,0.8965653,Annual
Total,Greece,2.267216,Annual
Total,Iceland,15.51072,Annual
Total,Japan,6.924173,Annual
Total,Korea,3.420608,Annual
Total,Netherlands,2.258587,Annual
Total,United Kingdom,2.6,Annual
Total,OECD - Total,5.327219,Annual
Total,Saudi Arabia,5.826217,Annual
Energy,Czech Republic,1.508641,Annual
Energy,Germany,4.565368,Annual
Energy,Italy,10.12968,Annual
Energy,Portugal,30.68112,Annual
Energy,South Africa,14.79984,Annual
Food,Czech Republic,-1.944807,Annual
Food,Japan,8.984052,Annual
Food,Spain,5.041992,Annual
Food,Estonia,4.19241,Annual
Food,Israel,1.066691,Annual
Food,Costa Rica,8.757655,Annual
"Total less food, less energy",OECD - Europe,13.22649,Annual
"Total less food, less energy",Switzerland,0.8955001,Annual
"Total less food, less energy",United States,5.026814,Annual
"Total less food, less energy",Denmark,5.555482,Annual
"Total less food, less energy",United Kingdom,1.9,Annual
"Total less food, less energy",Japan,4.299978,Annual
Total,Australia,24.47179,Annual
Total,Greece,1.112767,Annual
Total,New Zealand,2.825747,Annual
Total,Colombia,34.44692,Annual
Total,Israel,2.567102,Annual
Total,OECD - Europe,25.30999,Annual
Energy,Switzerland,25.26954,Annual
Energy,OECD - Total,10.81765,Annual
Energy,G7,53.37941,Annual
Food,Canada,13.07325,Annual
Food,France,17.53976,Annual
Food,Spain,29.42269,Annual
Food,Latvia,1.59752,Annual
"Total less food, less energy",Germany,38.08525,Annual
"Total less food, less energy",Netherlands,14.77543,Annual
Total,Belgium,4.470595,Annual
Total,Denmark,1.30471,Annual
Total,Greece,13.02428,Annual
Total,Ireland,-0.2898791,Annual
Total,Korea,2.187221,Annual
Total,Norway,2.365967,Annual
Total,Spain,4.569072,Annual
Total,Israel,-0.63249,Annual
Total,Costa Rica,11.94781,Annual
Energy,Italy,4.74311,Annual
Energy,Korea,-14.10355,Annual
Energy,Switzerland,-10.34988,Annual
Energy,Chile,4.568443,Annual
Energy,Costa Rica,-4.342992,Annual
Food,Australia,7.428571,Annual
Food,Austria,4.500565,Annual
Food,Japan,4.827936,Annual
Food,Luxembourg,-0.2896574,Annual
Food,Portugal,0.9216607,Annual
Food,Sweden,3.938268,Annual
Food,Turkey,10.57828,Annual
Food,United Kingdom,1.5,Annual
Food,OECD - Europe,6.028521,Annual
"Total less food, less energy",Poland,2.4,Annual
"Total less food, less energy",OECD - Europe,8.71733,Annual
"Total less food, less energy",Israel,2.439504,Annual
"Total less food, less energy",Austria,2.977893,Annual
"Total less food, less energy",Czech Republic,0.7329203,Annual
"Total less food, less energy",G7,3.553708,Annual
Total,Canada,11.31815,Annual
Total,New Zealand,0.4736426,Annual
Total,Sweden,19.37036,Annual
Total,Colombia,19.91117,Annual
Total,Israel,30.47739,Annual
Energy,Austria,52.50387,Annual
Energy,Denmark,44.6238,Annual
Energy,Japan,27.46922,Annual
Energy,OECD - Europe,31.35419,Annual
Food,Portugal,36.82372,Annual
Food,Brazil,2.576892e-08,Annual
"Total less food, less energy",Finland,15.21445,Annual
"Total less food, less energy",Sweden,33.67093,Annual
"Total less food, less energy",G7,40.77629,Annual
Total,Canada,1.865079,Annual
Total,Greece,15.38461,Annual
Total,Japan,6.706903,Annual
Total,Netherlands,7.802798,Annual
Total,Portugal,25.08278,Annual
Total,United States,10.33471,Annual
Total,OECD - Europe,6.774501,Annual
Energy,Austria,-4.966094,Annual
Energy,Germany,1.685233,Annual
Energy,Japan,-1.92055,Annual
Energy,New Zealand,3.803304,Annual
Energy,Portugal,1.192319,Annual
Energy,Israel,6.580733,Annual
Food,Austria,5.890823,Annual
Food,Hungary,9.186046,Annual
Food,Luxembourg,0.5355223,Annual
Food,Portugal,1.938998,Annual
Food,Estonia,3.030055,Annual
Food,Colombia,9.766947,Annual
"Total less food, less energy",France,0.5326918,Annual
"Total less food, less energy",Italy,0.6803488,Annual
"Total less food, less energy",Sweden,5.760381,Annual
"Total less food, less energy",Finland,2.196546,Annual
"Total less food, less energy",United States,1.763072,Annual
"Total less food, less energy",Hungary,24.88486,Annual
"Total less food, less energy",Japan,6.876436,Annual
Food,Canada,59.09815,Annual
Food,Norway,42.925,Annual
Food,China (People's Republic of),47.86465,Annual
Total,Australia,6.477827,Annual
Total,Finland,7.231896,Annual
Total,Korea,12.67989,Annual
Total,Norway,7.710647,Annual
Total,Turkey,21.76965,Annual
Total,United Kingdom,6.093589,Annual
Total,G7,26.40266,Annual
Energy,Canada,56.11374,Annual
Energy,Japan,27.46922,Annual
Energy,Portugal,24.99362,Annual
"Total less food, less energy",Canada,48.46656,Annual
"Total less food, less energy",Mexico,15.3583,Annual
Food,Austria,0.6457393,Annual
Food,Finland,3.148426,Annual
Food,Iceland,0.5050198,Annual
Food,Mexico,8.818496,Annual
Food,Sweden,-0.6858172,Annual
Food,G7,2.085602,Annual
Food,OECD - Europe,3.062125,Annual
Total,Hungary,23.65572,Annual
Total,Iceland,5.396732,Annual
Total,Sweden,4.188571,Annual
Total,China (People's Republic of),5.9,Annual
Total,South Africa,8.59777,Annual
Total,OECD - Europe,2.157649,Annual
Total,G20,4.303688,Annual
Energy,Denmark,49.87361,Annual
Energy,Germany,-7.318778,Annual
Energy,Japan,0.8862734,Annual
Energy,Netherlands,-9.680099,Annual
Energy,Norway,2.794858,Annual
Energy,Turkey,2.696053,Annual
Energy,OECD - Total,19.99535,Annual
Energy,Latvia,26.50169,Annual
"Total less food, less energy",Chile,2.03017,Annual
"Total less food, less energy",Germany,1.792483,Annual
"Total less food, less energy",United States,4.413424,Annual
"Total less food, less energy",Australia,2.998764,Annual
"Total less food, less energy",Czech Republic,1.888813,Annual
"Total less food, less energy",Costa Rica,9.699862,Annual
Total,Italy,28.41691,Annual
Total,New Zealand,8.555275,Annual
Energy,Belgium,48.39779,Annual
Energy,Portugal,53.09896,Annual
Energy,United Kingdom,29.76094,Annual
Food,Canada,54.70106,Annual
Food,Luxembourg,16.38743,Annual
Food,Portugal,2.012276,Annual
Food,Costa Rica,21.43132,Annual
"Total less food, less energy",Luxembourg,40.91843,Annual
"Total less food, less energy",Netherlands,20.82317,Annual
"Total less food, less energy",Colombia,25.61756,Annual
Total,Denmark,3.678187,Annual
Total,Hungary,34.81754,Annual
Total,Netherlands,5.762141,Annual
Total,Sweden,4.289315,Annual
Total,United Kingdom,4.6,Annual
Total,India,2.490887,Annual
Total,OECD - Total,1.793278,Annual
Energy,Austria,6.500605,Annual
Energy,France,1.332501,Annual
Energy,New Zealand,2.209073,Annual
Energy,Sweden,13.34009,Annual
Energy,G7,27.18096,Annual
Food,Australia,2.63969,Annual
Food,Denmark,-0.09113278,Annual
Food,Greece,4.975938,Annual
Food,Ireland,2.761873,Annual
Food,Japan,5.11857,Annual
Food,Mexico,15.61159,Annual
Food,Netherlands,-0.05951433,Annual
Food,Switzerland,2.309262,Annual
Food,South Africa,7.818117,Annual
"Total less food, less energy",France,0.551421,Annual
"Total less food, less energy",Portugal,10.96223,Annual
"Total less food, less energy",Iceland,2.094059,Annual
"Total less food, less energy",Norway,1.451809,Annual
"Total less food, less energy",Latvia,1.513934,Annual
"Total less food, less energy",Denmark,4.086957,Annual
Total,Australia,7.244021,Annual
Total,Japan,35.175,Annual
Total,United Kingdom,56.77597,Annual
Total,Latvia,55.02153,Annual
Energy,Canada,41.79537,Annual
Energy,Ireland,46.10638,Annual
Energy,Spain,38.59729,Annual
Food,Australia,9.064939,Annual
Food,Germany,52.20385,Annual
Food,United Kingdom,25.8437,Annual
Food,South Africa,23.33991,Annual
"Total less food, less energy",Denmark,50.65126,Annual
"Total less food, less energy",Turkey,15.49437,Annual
Total,Austria,3.337426,Annual
Total,Belgium,1.791208,Annual
Total,Denmark,2.6416,Annual
Total,Korea,37.12742,Annual
Total,Portugal,2.336863,Annual
Total,Turkey,3.172867,Annual
Total,Indonesia,9.420318,Annual
Total,Colombia,6.351508,Annual
Energy,Australia,10.7472,Annual
Energy,France,7.917951,Annual
Energy,Iceland,8.744698,Annual
Energy,Korea,3.699534,Annual
Energy,Slovenia,6.878142,Annual
Food,Ireland,6.532709,Annual
Food,Korea,2.503944,Annual
Food,Netherlands,5.594797,Annual
Food,Sweden,3.938268,Annual
Food,United States,6.528011,Annual
Food,Russia,21.119,Annual
Food,European Union (28 countries),1.5,Annual
"Total less food, less energy",Luxembourg,2.075704,Annual
"Total less food, less energy",Switzerland,4.166429,Annual
"Total less food, less energy",Austria,1.769629,Annual
"Total less food, less energy",United Kingdom,18.23246,Annual
"Total less food, less energy",Netherlands,1.045655,Annual
"Total less food, less energy",Lithuania,0.9143168,Annual
Total,France,32.2917,Annual
Total,Poland,11.41721,Annual
Total,Spain,17.30366,Annual
Total,Israel,0.04658297,Annual
Energy,Czech Republic,43.85833,Annual
Energy,Iceland,50.47264,Annual
Energy,Israel,0.00215204,Annual
Food,Portugal,1.259495,Annual
Food,Turkey,38.27006,Annual
Food,South Africa,31.28008,Annual
Food,OECD - Europe,16.81492,Annual
"Total less food, less energy",Ireland,49.53668,Annual
"Total less food, less energy",Israel,0.00197886,Annual
Total,Canada,3.962031,Annual
Total,Germany,5.240975,Annual
Total,Korea,18.32349,Annual
Total,New Zealand,11.1094,Annual
Total,Slovak Republic,6.665648,Annual
Total,United States,2.607442,Annual
Total,China (People's Republic of),-0.8,Annual
Total,Russia,20.79877,Annual
Total,G7,2.036046,Annual
Energy,Denmark,3.415309,Annual
Energy,Netherlands,3.73652,Annual
Energy,United Kingdom,5.812574,Annual
Energy,OECD - Total,7.809084,Annual
Food,Finland,4.318182,Annual
Food,Italy,3.95,Annual
Food,Mexico,3.752854,Annual
Food,Portugal,6.034551,Annual
Food,United States,16.29268,Annual
Food,South Africa,5.652526,Annual
"Total less food, less energy",Luxembourg,7.111055,Annual
"Total less food, less energy",Poland,0.704072,Annual
"Total less food, less energy",Sweden,6.078259,Annual
"Total less food, less energy",Slovenia,1.799425,Annual
"Total less food, less energy",United Kingdom,1.9,Annual
"Total less food, less energy",Netherlands,2.144912,Annual
"Total less food, less energy",Japan,3.911158,Annual
Total,Australia,9.078245,Annual
Total,France,9.882178,Annual
Total,Korea,2.423898,Annual
Total,United Kingdom,35.62638,Annual
Total,Colombia,6.189156,Annual
Total,India,25.40011,Annual
Total,OECD - Europe,6.011245,Annual
Energy,Germany,13.37224,Annual
Energy,Switzerland,22.84122,Annual
Energy,G7,56.3233,Annual
Food,Iceland,55.94249,Annual
Food,United Kingdom,5.786771,Annual
"Total less food, less energy",France,46.56931,Annual
"Total less food, less energy",Switzerland,25.18453,Annual
Total,France,1.897315,Annual
Total,Iceland,30.8524,Annual
Total,New Zealand,2.155309,Annual
Total,Portugal,5.42044,Annual
Total,Spain,6.721821,Annual
Total,China (People's Republic of),2.0,Annual
Total,Israel,1.329345,Annual
Total,OECD - Europe,11.42362,Annual
Energy,Australia,2.547727,Annual
Energy,Denmark,0.257652,Annual
Energy,Italy,-0.04166666,Annual
Energy,Norway,6.734892,Annual
Energy,Switzerland,-1.476893,Annual
Energy,Estonia,2.389284,Annual
Energy,Colombia,8.554147,Annual
Food,Iceland,3.825046,Annual
Food,Luxembourg,8.350459,Annual
Food,New Zealand,9.123435,Annual
Food,Slovak Republic,-2.782035,Annual
Food,China (People's Republic of),4.8,Annual
Food,Indonesia,10.30032,Annual
Food,European Union (28 countries),2.6,Annual
Food,Lithuania,-3.696769,Annual
"Total less food, less energy",Italy,16.52274,Annual
"Total less food, less energy",Slovenia,1.740392,Annual
"Total less food, less energy",New Zealand,5.897911,Annual
"Total less food, less energy",Czech Republic,1.888813,Annual
Total,Colombia,7.969703,Annual
Food,OECD - Total,16.21963,Annual
"Total less food, less energy",Spain,6.836804,Annual
Food,Spain,7.674919,Annual
Total,Iceland,7.317073,Annual
Energy,Slovak Republic,42.69424,Annual
"Total less food, less energy",Czech Republic,1.528322,Annual
Total,European Union – 27 countries (from 01/02/2020),3.7,Annual
Food,Netherlands,3.399209,Annual
"Total less food, less energy",Austria,0.9166667,Annual
Energy,Belgium,0.8673441,Annual
Total,G7,13.23629,Annual
Energy,OECD - Europe,11.08735,Annual
Total,Turkey,54.91538,Annual
Energy,Turkey,10.53803,Annual
"Total less food, less energy",Chile,1.254429,Annual
Total,Portugal,3.107666,Annual
Energy,Israel,8.618283,Annual
Food,OECD - Total,2.853713,Annual
"Total less food, less energy",Costa Rica,9.699862,Annual
Total,Japan,4.843517,Annual
Food,New Zealand,4.033239,Annual
"Total less food, less energy",G7,1.626172,Annual
Total,New Zealand,3.474904,Annual
Total,Sweden,6.443276,Annual
Energy,Latvia,5.355403,Annual
Food,Brazil,6.780739,Annual
Total,United Kingdom,0.4,Annual
Food,OECD - Europe,14.18583,Annual
Total,Sweden,4.320463,Annual
Food,Norway,3.094333,Annual
"Total less food, less energy",United Kingdom,3.330251,Annual
Total,Norway,4.509721,Annual
Food,Iceland,2.487947,Annual
"Total less food, less energy",OECD - Total,5.987938,Annual
Energy,Denmark,9.128061,Annual
"Total less food, less energy",Portugal,2.683104,Annual
"Total less food, less energy",Spain,2.335367,Annual
Energy,Slovak Republic,-1.359578,Annual
"Total less food, less energy",New Zealand,1.046262,Annual
Energy,Lithuania,17.93847,Annual
Total,Japan,-0.008573388,Annual
Energy,Denmark,0.6544139,Annual
Food,Australia,0.6703755,Annual
"Total less food, less energy",Israel,0.8491127,Annual
Total,Brazil,4.888035,Annual
Energy,Costa Rica,-4.342992,Annual
"Total less food, less energy",Finland,8.332464,Annual
Energy,Portugal,6.028116,Annual
"Total less food, less energy",United States,3.303728,Annual
Total,United Kingdom,4.773771,Annual
Energy,Netherlands,3.030695,Annual
Energy,Portugal,1.370682,Annual
Total,New Zealand,4.235146,Annual
"Total less food, less energy",Greece,53.16035,Annual
"Total less food, less energy",OECD - Europe,21.20058,Annual
"Total less food, less energy",Italy,3.691917,Annual
"Total less food, less energy",Australia,57.91715,Annual
Food,Finland,7.703889,Annual
"Total less food, less energy",OECD - Total,25.64907,Annual
Energy,Lithuania,37.34188,Annual
Total,New Zealand,1.767607,Annual
Food,Austria,29.71805,Annual
Energy,Portugal,50.4796,Annual
Energy,United States,51.33197,Annual
Energy,Denmark,53.48575,Annual
Food,United States,14.96103,Annual
Total,Sweden,56.39004,Annual
Food,Switzerland,45.9154,Annual
Food,Israel,0.002818497,Annual
"Total less food, less energy",Sweden,19.11703,Annual
Energy,Netherlands,49.84272,Annual
"Total less food, less energy",Italy,58.35827,Annual
Total,Italy,36.09576,Annual
Food,Portugal,1.443484,Annual
"Total less food, less energy",Italy,5.534951,Annual
Total,India,7.996724,Annual
Food,OECD - Total,8.192805,Annual
Total,Canada,11.16671,Annual
"Total less food, less energy",G7,46.21027,Annual
Energy,New Zealand,4.493159,Annual
Food,Latvia,47.45205,Annual
Food,Latvia,47.45205,Annual
Total,Austria,23.93391,Annual
Total,Germany,27.24225,Annual
Total,Luxembourg,57.35835,Annual
Total,Portugal,25.80782,Annual
Total,Switzerland,38.64222,Annual
Total,Chile,12.49123,Annual
Total,Latvia,11.05033,Annual
Energy,Germany,28.31466,Annual
Energy,Netherlands,52.70364,Annual
Energy,United States,13.42649,Annual
Energy,Latvia,50.1803,Annual
Food,Italy,15.87211,Annual
Food,Spain,42.15081,Annual
"Total less food, less energy",Israel,47.50126,Annual
Total,Australia,4.407135,Annual
Total,Canada,2.596618,Annual
Total,Canada,8.973723,Annual
Total,Germany,2.405797,Annual
Total,Korea,37.12742,Annual
Total,Netherlands,0.6002482,Annual
Total,Slovak Republic,13.41552,Annual
Total,Sweden,0.3736598,Annual
Total,Brazil,3.446368,Annual
Total,Lithuania,4.130276,Annual
Energy,Finland,2.815974,Annual
Energy,Japan,0.4761897,Annual
Energy,Portugal,0.5057477,Annual
